"","MG_A0","MG_A1","MG_A2","MG_A3","MG_B0","MG_B1","MG_B2","MG_B3","MG_C0","MG_C1","MG_C2","MG_C3","MG_Ct_qPCR_pos_zymo","MG_E0","MG_E1","MG_E2","MG_E3","MG_F0","MG_F1","MG_F2","MG_F3","MG_G0","MG_G1","MG_G2","MG_G3","MG_I0","MG_I1","MG_I2","MG_I3","MG_J0","MG_J1","MG_J2","MG_J3","MG_K0","MG_K1","MG_K2","MG_K3","MG_L0","MG_L1","MG_L2","MG_L3","MG_M0","MG_M1","MG_M2","MG_M3","MG_N0","MG_N1","MG_N2","MG_N3","MG_O0","MG_O1","MG_O2","MG_O3","MG_P0","MG_P1","MG_P2","MG_P3","MG_Q0","MG_Q1","MG_Q2","MG_Q3","MG_R0","MG_R1","MG_R2","MG_R3","MG_S0","MG_S1","MG_S2","MG_S3","MG_T0","MG_T1","MG_T2","MG_T3"
"Beijerinckiaceae",0.0047921760391198,0,0.0274581589958159,0.0853242320819113,0.0116455696202532,0.00617894216510133,0.0129811996418979,0.0250552689756817,0.0481727574750831,0,0.024906600249066,0.0094479436828455,0,0.008291159685582,0.0225745767266864,0.0144323284156511,0.0182741116751269,0.0173248009989074,0,0,0.0292887029288703,0.00864973140307748,0.0200692041522491,0.00109609061015711,0,0.0336056009334889,0,0.0282115869017632,0.0131832797427653,0.00874514158800666,0,0,0.0364711680630853,0.0202489626556017,0.0102209033959776,0.0647132841991731,0.028169014084507,0.0214971209213052,0.027181060938185,0.0176883196096371,0.0208623087621697,0.0287230721198876,0,0.0562143170838823,0.0228136882129278,0.00470957613814757,0.0188470066518847,0.0179299103504482,0,0.0192596298149075,0.00775444264943457,0.00771349862258953,0.009822263797942,0.0367316341829085,0.0434227330779055,0.00336700336700337,0,0,0.0521739130434783,0.0185185185185185,0.0781553398058252,0,0,0,0,0,0,0.0367088607594937,0.126279863481229,0.0175292153589316,0.00707547169811321,0.0153005464480874,0.00377058940265926
"Beutenbergiaceae",0,0,0,0,0,0,0,0,0,0,0,0.00833642089662838,0,0,0,0.0118665811417575,0,0,0,0.00963020030816641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129426568398346,0,0,0,0,0,0,0,0.0101010101010101,0,0,0,0,0.0175115207373272,0,0,0,0.000350795135640786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blastocatellaceae",0,0,0,0,0,0,0,0,0,0.00734294261626326,0,0.00592812152649129,0,0,0,0,0,0,0.0177514792899408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00611181017436635,0,0,0,0.00762427569380909,0,0,0,0,0,0,0,0,0,0,0,0,0.00198783910196445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500834724540901,0,0,0.00218297281206589
"Brevibacteriaceae",0.00136919315403423,0,0,0,0.00164556962025316,0,0,0,0.0171650055370986,0,0,0.00518710633567988,0,0,0,0,0,0.0154518495395661,0,0,0.0520023909145248,0,0,0,0,0.112252042007001,0.0237003058103976,0,0.0176848874598071,0.0694058856191005,0,0.0136867260482294,0,0,0,0,0,0.00786948176583493,0.022797018851381,0,0,0,0,0,0,0.00570857713714857,0,0,0,0.00200100050025012,0.000969305331179321,0.00413223140495868,0,0,0,0,0,0.0404761904761905,0,0,0.00339805825242718,0,0,0,0,0,0,0,0,0,0,0,0
"Bryobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456852791878173,0,0.00341374601729631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00575229192881539,0,0,0,0,0,0.00124882922260381,0,0.0122968818620993,0,0,0,0,0,0,0,0.0046831955922865,0.00362488306828812,0,0,0,0,0,0,0.0465608465608466,0,0,0,0,0,0,0,0,0,0,0,0,0.00119071244294503
"Burkholderiaceae",0,0.0134706814580032,0.0125523012552301,0,0.00455696202531646,0.0101334651507662,0.0035810205908684,0.000122819945959224,0,0.0315474571661681,0,0.00407558354946276,0,0.0216431571013244,0.013705993012631,0.00256574727389352,0.0140439932318105,0.0165444045575152,0,0.0208012326656394,0.0197250448296473,0.00145679686788673,0.00830449826989619,0,0,0.0116686114352392,0.0317278287461774,0,0.0090032154340836,0,0.0141509433962264,0.00760373669346079,0.00295712173484475,0.00780082987551867,0.0392350807781075,0,0.0103286384976526,0.0138195777351248,0,0.00426959438853309,0.0090403337969402,0.00671245707149547,0.0167364016736402,0,0.0270384452893959,0.0125588697017268,0.0362158167036216,0,0,0.0102551275637819,0.00581583198707593,0,0.00713283442469598,0.00787106446776612,0.0268199233716475,0.0101010101010101,0,0,0,0,0,0,0,0,0.033626901521217,0.364328136599852,0.0533617929562433,0.00632911392405063,0.0245113248526218,0.00667779632721202,0.0117924528301887,0,0.00654891843619766
"Caulobacteraceae",0.015158924205379,0,0,0,0,0.0291646070192783,0,0,0,0.0206690236605929,0,0,0,0.018628189942931,0,0.0163566388710712,0,0,0,0.0130970724191063,0,0,0.0200692041522491,0,0.0481132075471698,0.020536756126021,0,0.0151133501259446,0,0,0.0129716981132075,0.00586573973495546,0,0,0.00659413122321134,0.009347474384325,0.0183098591549296,0,0,0,0.0118219749652295,0.0321573524820481,0,0.00966183574879227,0,0,0,0,0.0147465437788018,0,0.0061389337641357,0,0,0,0.0172413793103448,0,0,0,0.0321070234113712,0.0126984126984127,0.00776699029126214,0,0,0,0,0,0,0.0278481012658228,0,0,0,0.06775956284153,0
"Cellulomonadaceae",0.00156479217603912,0.0166402535657686,0,0,0,0,0,0,0,0.0160456894207234,0,0.00389032975175991,0,0.0031226445569075,0.0174684224670787,0,0.0186125211505922,0,0.00751024123805189,0,0,0,0,0,0,0,0.0126146788990826,0.00831234256926952,0.00868167202572347,0,0,0.00912448403215294,0,0,0.0164853280580284,0,0,0.00287907869481766,0,0,0,0,0,0.00351339481774264,0.00760456273764259,0.00171257314114457,0,0,0,0,0.0458804523424879,0,0.00233863423760524,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.0041674935503076
"Chitinophagaceae",0.0306112469437653,0.0182250396196513,0,0.0258410531448074,0.0030379746835443,0.0247157686604053,0.0199194270367055,0.00122819945959224,0,0.0432417731846614,0.0118306351183064,0,0.00143413234992829,0.0125982556261441,0.0239183015318463,0.00545221295702373,0.00321489001692047,0.00109255501794912,0.0730541647701411,0.00385208012326656,0.0194261805140466,0.000819448238186288,0.00726643598615917,0,0.0273584905660377,0.00653442240373396,0.0336391437308868,0.0564231738035264,0.00418006430868167,0.0159633536923931,0,0.03019769715403,0.0379497289305076,0.000995850622406639,0.0234091658424003,0.00251662771885673,0,0.0122840690978887,0.0197281893906181,0.0158584934431229,0.0299026425591099,0.00187324383390571,0.00557880055788006,0,0.00253485424588086,0.00156985871271586,0.0343680709534368,0,0.00414746543778802,0.00125062531265633,0,0.0046831955922865,0.00292329279700655,0.00299850074962519,0.0146871008939974,0.0331890331890332,0.0252498684902683,0.0166666666666667,0,0.0100529100529101,0.00364077669902913,0,0,0.0129449838187702,0,0,0,0,0,0,0,0,0.0013891645167692
"Chthoniobacteraceae",0,0,0,0,0,0.00494315373208107,0,0,0,0.0095186293173783,0,0.006298629121897,0,0,0.00564364418167159,0,0,0,0.0116067364588075,0,0.0107591153616258,0,0.01280276816609,0,0,0.00373395565927655,0,0,0,0,0,0,0,0,0.0240685789647214,0.0246269998202409,0,0,0,0,0,0,0,0,0,0,0.0147819660014782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576307363927428,0,0,0,0,0,0
"Clade_III",0,0.0146592709984152,0.000784518828451883,0,0,0,0,0,0.00221483942414175,0,0,0,0.000409752099979512,0,0.00107497984412792,0,0,0,0,0,0,0,0.0103806228373702,0,0,0,0,0,0,0,0,0.0165109711058006,0,0,0,0,0.0117370892018779,0,0,0,0,0,0,0,0,0,0.00443458980044346,0,0,0,0,0.00110192837465565,0,0,0,0,0,0.0396825396825397,0,0,0,0,0,0,0,0,0,0,0,0,0.0110062893081761,0.00655737704918033,0
"Clostridiaceae",0,0,0.0125523012552301,0,0,0,0.022829006266786,0,0,0.0125101985314115,0,0,0,0,0.0220370868046224,0,0.01082910321489,0,0,0.0200308166409861,0,0,0.0169550173010381,0,0,0.0121353558926488,0.0175840978593272,0,0.00803858520900321,0.00138811771238201,0,0.00934173365196611,0,0,0,0.00647132841991731,0,0.00595009596928983,0.0355107409031127,0,0,0.000468310958476428,0,0,0,0.00342514628228914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512409927942354,0,0,0.0481012658227848,0.00651566863170959,0,0,0,0.00178606866441754
"Comamonadaceae",0.015158924205379,0.0281299524564184,0,0,0.0315189873417722,0.0400395452298567,0.0217099373321397,0,0,0.0796845254283383,0.0333125778331258,0.0111152278621712,0,0,0,0,0,0,0.0179790623577606,0.0566255778120185,0,0.0170263133934262,0.0705882352941176,0,0.0490566037735849,0,0.0573394495412844,0.0178841309823678,0.0231511254019293,0,0.0689858490566038,0.0338909406908538,0.0734351897486447,0,0.0600065941312232,0,0,0,0.0267426567295046,0.0332418420250076,0.0848400556328234,0.0182641273805807,0,0.0531400966183575,0,0,0.0314116777531412,0.039119804400978,0,0,0.0798061389337641,0,0,0,0.100255427841635,0,0.0583903208837454,0,0,0.0238095238095238,0,0,0,0,0.0576461168935148,0,0.0725720384204909,0.020253164556962,0,0.0317195325542571,0,0,0
"Corynebacteriaceae",0,0.0134706814580032,0,0,0,0,0.0132050134288272,0,0,0,0,0,0,0,0,0.0317511225144323,0,0,0,0.0500770416024653,0.0376569037656904,0,0.0124567474048443,0,0,0.00956826137689615,0,0.0143576826196474,0,0,0,0,0.0399211434204041,0,0,0,0.0140845070422535,0,0.0412099956159579,0.0207380298871607,0,0,0.0209205020920502,0.0263504611330698,0,0,0.0214338507021434,0.0676446617766911,0.0755760368663594,0,0.0219709208400646,0,0,0,0.0491698595146871,0.038961038961039,0,0.053968253968254,0.0695652173913043,0.0407407407407407,0,0,0,0.0701186623516721,0.0256204963971177,0,0.117395944503735,0,0,0,0.095125786163522,0,0
"Crocinitomicaceae",0,0.0142630744849445,0,0,0,0,0,0,0,0.0326353005167256,0.0354919053549191,0,0,0,0.0368180596613813,0,0.0065989847715736,0,0.012972234865726,0.025808936825886,0,0,0,0.0160759956156376,0,0,0.058868501529052,0.0269521410579345,0.00771704180064309,0,0.0253537735849057,0,0.0349926071956629,0,0.0178041543026706,0,0.0309859154929577,0,0.0324419114423498,0.0125038121378469,0,0,0,0,0,0,0.0391722099039172,0,0,0,0,0,0,0.00674662668665667,0,0,0.0184113624408206,0.00952380952380952,0,0,0,0,0,0,0,0,0,0.10253164556962,0,0,0.00943396226415094,0,0
"Cyanobiaceae",0,0.0229793977812995,0.0285041841004184,0.0141394441735739,0,0.0158180919426594,0.011414503133393,0,0,0.0726135436497144,0.0834371108343711,0.0300111152278622,0,0,0.0446116635313088,0.0513149454778704,0.0209813874788494,0,0.0204824761037779,0.024653312788906,0.0334728033472803,0,0.0380622837370242,0.0938984289367921,0,0,0.0535168195718654,0.028463476070529,0.0180064308681672,0,0.0395047169811321,0.0162937214859874,0.0349926071956629,0,0.0164853280580284,0.0120438612259572,0.0145539906103286,0,0.0486628671635248,0,0,0,0,0,0,0,0.041389504804139,0,0.0539170506912442,0,0,0,0,0,0,0,0,0.0476190476190476,0.0575250836120401,0,0,0,0.05,0,0.102481985588471,0,0.0416221985058698,0.0620253164556962,0,0,0,0,0
"Cyclobacteriaceae",0,0,0.0135983263598326,0,0,0.00790904597132971,0.0132050134288272,0,0.00664451827242525,0.0152298069078053,0.0417185554171856,0.00296406076324565,0,0,0,0,0.00829103214890017,0,0,0,0,0,0,0,0,0.00420070011668611,0.00382262996941896,0.0105793450881612,0.00771704180064309,0,0.00825471698113208,0.00543124049532913,0,0,0,0.00970699262987597,0.00375586854460094,0,0,0.003354681305276,0.00486787204450626,0.00343428036216047,0.0404463040446304,0.00527009222661397,0.0122517955217575,0.004995004995005,0.0155210643015521,0.0097799511002445,0,0,0.00387722132471729,0,0,0,0,0.0322270322270322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deinococcaceae",0,0.0122820919175911,0,0,0,0,0,0.00159665929746991,0,0.00734294261626326,0.00933997509339975,0,0,0.00226122536879509,0,0,0.00490693739424704,0,0,0,0.0191273161984459,0,0.014878892733564,0,0,0.00233372228704784,0,0.00831234256926952,0.0189710610932476,0,0,0,0.0192212912764909,0,0,0.00647132841991731,0,0,0,0.0292772186642269,0,0.000624414611301904,0,0.00746596398770312,0,0.000999000999000999,0,0,0,0,0.0126009693053312,0.00743801652892562,0.0376520112254443,0,0,0.024050024050024,0,0,0,0,0,0,0,0,0,0,0,0,0.00620539869686627,0.0108514190317195,0,0,0.00337368525501091
"Dermabacteraceae",0,0,0,0,0,0,0,0,0.0548172757475083,0,0,0.0124120044460911,0,0.00484548293313234,0,0,0,0.0118620259091619,0,0,0.0505080693365212,0,0,0,0,0.0518086347724621,0.00688073394495413,0.0115869017632242,0,0.062881732370905,0,0,0,0,0,0,0.0028169014084507,0.0543186180422265,0,0,0,0,0,0,0,0.00670757813614956,0,0,0.0493087557603687,0,0.0132471728594507,0.00964187327823691,0,0,0,0,0,0,0,0,0.020631067961165,0,0,0.0140237324703344,0,0,0,0,0,0,0,0,0
"Dermacoccaceae",0,0,0,0,0,0,0,0,0.0481727574750831,0,0,0.00778065950351982,0,0.0208894153117261,0,0,0.0077834179357022,0.0135788980802248,0,0.0192604006163328,0.0442319187089062,0.00345989256123099,0,0,0,0.0347724620770128,0,0,0.00707395498392283,0.212104386451971,0,0,0,0,0,0,0.00328638497652582,0.110748560460653,0,0,0,0,0,0,0,0.0242614528328814,0.00665188470066519,0,0,0.0292646323161581,0.0151857835218094,0.0201101928374656,0.0302853133769878,0.0232383808095952,0,0,0,0.0738095238095238,0,0,0,0,0,0,0,0.0089086859688196,0,0,0,0,0,0,0
"Desulfitobacteriaceae",0,0,0.00993723849372385,0,0,0,0,0,0,0,0,0.0066691367173027,0,0,0,0,0.00490693739424704,0,0,0,0,0,0,0.0189989039093898,0,0,0,0.00151133501259446,0,0,0,0,0,0,0,0,0,0,0,0.00823421774931381,0,0,0,0,0,0.00156985871271586,0,0,0.00506912442396313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Devosiaceae",0.00381418092909535,0,0.00627615062761506,0.00487567040468064,0,0.00667325753830944,0,0,0,0,0,0.00463134494257132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099388379204893,0.00705289672544081,0,0.00138811771238201,0.017688679245283,0,0,0,0,0.00629156929714183,0,0.00556621880998081,0,0,0,0.00749297533562285,0,0,0,0,0,0.00896495517522412,0.0152073732718894,0,0.00387722132471729,0,0,0,0,0.0192400192400192,0,0.0611111111111111,0,0,0.0155339805825243,0,0,0,0.0368294635708567,0,0,0.030379746835443,0.00248215947874651,0.00584307178631052,0,0,0
"Enterobacteriaceae",0.0792176039119804,0.0942947702060222,0.0520397489539749,0.0570453437347635,0.260379746835443,0.12259021255561,0.0635631154879141,0.315647261115205,0.151162790697674,0.0391623606200707,0.0345579078455791,0.0114857354575769,0.123028068018849,0.031118768170561,0.0507927976350443,0.0946119307248236,0.0458544839255499,0.518963633525831,0.10150204824761,0.0227272727272727,0.0107591153616258,0.0967859419102249,0.145674740484429,0.081841432225064,0.0773584905660377,0.0534422403733956,0.0214067278287462,0.016624685138539,0,0.144503053858967,0.0813679245283019,0.0371496849880513,0.0290783637259734,0.0112863070539419,0.0458292120013188,0.00898795613877404,0.084037558685446,0.206909788867562,0.0210434020166594,0.0219579139981702,0,0.03278176709335,0,0.0223978919631094,0.0405576679340938,0.320964749536178,0.0358462675535846,0.0570497147514262,0,0.0450225112556278,0.0232633279483037,0.00991735537190083,0,0.110944527736132,0.098978288633461,0.0553150553150553,0.126249342451341,0.0698412698412698,0.0561872909698997,0.0455026455026455,0,0.934160634264047,0.2675,0,0.139311449159327,0,0.117395944503735,0,0,0,0,0.0251366120218579,0
"Enterococcaceae",0,0,0.013336820083682,0.0068259385665529,0,0,0.0143240823634736,0,0,0,0,0,0.0407703339479615,0,0,0,0,0,0,0,0,0,0,0,0,0.00653442240373396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00718208702999578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erwiniaceae",0.0107579462102689,0,0,0.0706972208678693,0.00341772151898734,0,0,0.00110537951363301,0.0210409745293466,0,0,0,0,0.0175514159577905,0.00456866433754367,0,0,0.000624317153113782,0,0,0,0.0232177000819448,0.00657439446366782,0,0,0.0273045507584597,0,0,0,0,0,0.00673473821420812,0,0.0838174273858921,0,0.00503325543771346,0,0,0,0.000914913083257091,0,0.0307524196066188,0,0.0267896354852877,0.026615969581749,0.171114599686028,0.0277161862527716,0,0.0216589861751152,0.0155077538769385,0,0,0,0.182533733133433,0,0,0.0215675960021042,0,0,0.0259259259259259,0,0.0403309203722854,0,0,0.0648518815052042,0,0,0,0,0,0,0,0
"f_unclassified_c__KD4-96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284478834774693,0,0,0,0,0,0,0,0,0,0,0,0,0.0110797306104714,0,0,0.0148367952522255,0.00790940140212116,0,0,0,0.0131137541933516,0,0.000312207305650952,0.0167364016736402,0.00483091787439614,0,0.00313971742543171,0,0,0,0,0,0,0.00327408793264733,0,0,0,0,0,0,0.00582010582010582,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Limnochordia",0,0,0,0,0,0,0,0,0,0,0.0208592777085928,0,0,0.000538386992570259,0,0,0,0,0.00182066454255803,0,0,0,0,0,0,0,0,0,0,0,0,0.0112969802302846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128442985585843,0,0,0,0,0.0132471728594507,0,0,0,0,0,0,0,0,0,0.00364077669902913,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Verrucomicrobiae",0,0.0289223454833597,0.0177824267782427,0.0438810336421258,0,0,0,0,0,0.0233886320369867,0.0112079701120797,0,0,0,0.013705993012631,0.0112251443232842,0,0,0,0.0527734976887519,0,0,0.0228373702422145,0.0120569967117282,0.0650943396226415,0.0179696616102684,0.0282874617737003,0.00856423173803527,0,0,0.0241745283018868,0,0.0364711680630853,0,0.0412133201450709,0.0102462699982024,0.0197183098591549,0,0.0635686102586585,0.0131137541933516,0.0264255910987483,0,0.0125523012552301,0,0.0173215040135192,0,0.065410199556541,0.0146699266503667,0,0,0,0,0,0,0,0,0,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306010928961749,0
"f_unclassified_o__0319-6G20",0.00058679706601467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141101502048248,0,0.00418410041841004,0,0,0.0120569967117282,0,0.000466744457409568,0,0,0.00418006430868167,0,0,0,0,0.00049792531120332,0,0.0102462699982024,0.0117370892018779,0,0,0.00975907288807563,0,0,0,0.00702678963548529,0,0,0,0,0,0,0,0.00137741046831956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0
